biogeographic_zone,region,site,family,species,species_code,life_form,wsg,wsg_id,wsg_specificity,a,b,c,d,dbh_min_cm,dbh_max_cm,sample_size,dbh_units_original,biomass_units_original,allometry_development_method,site_dbh_unit,equation_id,equation_form,equation_allometry,equation_grouping,independent_variable,regression_model,other_equations_tested,log_biomass,bias_corrected,bias_correction_factor,notes_fitting_model,dependent_variable_biomass_component,allometry_specificity,proxy_species,geographic_area,biomass_equation_source,ref_id,wsg_source,ref_wsg_id,original_data_availability,notes_to_consider,warning
Palearctic,Europe,Wytham Woods,Pinaceae,Picea abies,PICEAB,Tree,0.32,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Pinaceae,Pinus sylvatica,PINUSY,Tree,0.53,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Rosaceae,Prunus avium,PRUNAV,Tree,0.48,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Rosaceae,Prunus spinosa,PRUNSP,Tree,0.7,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Pinaceae,Pseudotsuga menziesii,PSEUME,Tree,0.45,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Fagaceae,Quercus robur,QUERRO,Tree,0.53,,,-5.284602,2.4882,,,14,162.5,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.284602+(2.4882*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Salicaceae,Salix sp.,SALISP,Tree,0.36,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Adoxaceae,Sambucus nigra,SAMBNI,Shrub,0.5,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Taxaceae,Taxus baccata,TAXUBA,Tree,0.55,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Palearctic,Europe,Wytham Woods,Malvaceae,Tilia x europaea,TILIEU,Tree,0.32,,,-5.41227,2.491767,,,NI,NI,,cm,kg,harvest,mm,,exp(a+(b*(ln(pi*DBH)))),exp(-5.41227+(2.491767*(log(pi*dbh)))),E,DBH,linear,,,1,included in model,,Total aboveground biomass,Woody species,,Northern England,"Fenn et al. 2015, Bunce 1968",,,,,,
Nearctic,North America,Yosemite,Pinaceae,Abies concolor,ABCO,Tree,0.37,,,2.7261,2.3324,,,18.8,111,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(2.7261+2.3324*log(dbh)),E,DBH,,,,1,included in model,,Branches (live),Species,Abies procera,West Cascades,"Means et al. 1994 (Biopak, Eq. 28)",,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Abies concolor,ABCO,Tree,0.37,,,2.03496,2.1683,,,18.8,111,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(2.03496+2.1683*log(dbh)),E,DBH,,,,1,included in model,,Foliage total,Species,Abies procera,West Cascades,"Means et al. 1994 (Biopak, Eq. 27)",,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Abies concolor,ABCO,Tree,0.37,,,3.892752,2.5812,,,15.9,235.5,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(3.892752+2.5812*log(dbh)),E,DBH,,,,1,included in model,,Stem biomass,Species,Abies procera,West Cascades,"Means et al. 1994 (Biopak, Eq. 253)",,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Abies concolor,ABCO,Tree,0.37,,,-10.8036,2.7727,1,,14.4,158.4,,cm,Mg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-10.8036+2.7727*dbh+1*log(dbh)),E,DBH,,,,0,NA,,Stem biomass (with bark),Species,,Pacific Northwest,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Abies concolor,ABCO,Tree,0.37,,,4.36982,2.5043,,,7,98,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(4.36982+2.5043*log(dbh)),E,DBH,,,,1,1.014,,Total aboveground biomass,Species,,California,"Westman, 1998",,,,,,
Nearctic,North America,Yosemite,Pinaceae,Abies magnifica,ABMA,Tree,0.37,,,2.7261,2.3324,,,18.8,111,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(2.7261+2.3324*log(dbh)),E,DBH,,,,1,included in model,,Branches (live),Species,Abies procera,West Cascades,"Means et al. 1994 (Biopak, Eq. 28)",,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Abies magnifica,ABMA,Tree,0.37,,,2.03496,2.1683,,,18.8,111,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(2.03496+2.1683*log(dbh)),E,DBH,,,,1,included in model,,Foliage total,Species,Abies procera,West Cascades,"Means et al. 1994 (Biopak, Eq. 27)",,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Abies magnifica,ABMA,Tree,0.37,,,3.892752,2.5812,,,15.9,235.5,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(3.892752+2.5812*log(dbh)),E,DBH,,,,1,included in model,,Stem biomass,Species,Abies procera,West Cascades,"Means et al. 1994 (Biopak, Eq. 253)",,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Abies magnifica,ABMA,Tree,0.37,,,-10.7955,2.759,1,,18.8,143.2,,cm,Mg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-10.7955+2.759*dbh+1*log(dbh)),E,DBH,,,,0,NA,,Stem biomass (with bark),Species,,Pacific Northwest,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Abies sp.,ABSP,Tree,0.36,,,2.0791,2.5585,,,8.7,111,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(2.0791+2.5585*log(dbh)),E,DBH,,,,,NRA,,Branches (live),Genus,,North America,"Means et al. 1994 (Biopak, Eq. 20)",,Jenkins et al. 2004,,,Unable to extract correction factor from original publication,
Nearctic,North America,Yosemite,Pinaceae,Abies sp.,ABSP,Tree,0.36,,,3.4416,1.9278,,,8.7,111,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(3.4416+1.9278*log(dbh)),E,DBH,,,,,NRA,,Foliage total,Genus,,North America,"Means et al. 1994 (Biopak, Eq. 19)",,Jenkins et al. 2004,,,Unable to extract correction factor from original publication,
Nearctic,North America,Yosemite,Pinaceae,Abies sp.,ABSP,Tree,0.36,,,0.716,2.8796,,,8.7,111,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(0.716+2.8796*log(dbh)),E,DBH,,,,,NRA,,Stem bark biomass,Genus,,North America,"Means et al. 1994 (Biopak, Eq. 22)",,Jenkins et al. 2004,,,Unable to extract correction factor from original publication,
Nearctic,North America,Yosemite,Pinaceae,Abies sp.,ABSP,Tree,0.36,,,3.1689,2.6825,,,8.7,111,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(3.1689+2.6825*log(dbh)),E,DBH,,,,,NRA,,Stem biomass (without bark),Genus,,North America,"Means et al. 1994 (Biopak, Eq. 21)",,Jenkins et al. 2004,,,Unable to extract correction factor from original publication,
Nearctic,North America,Yosemite,Ericaceae,Arctostaphylos patula,ARPA,Shrub,0.72,,,3.3186,2.6846,,,0.4,11.5,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.3186+2.6846*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,,"Oregon, Washington","Means et al. 1994 (Biopak, Eq. 736)",,Global WD database,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Yosemite,Cupressaceae,Calocedrus decurrens,CADE,Tree,0.35,,,-11.7031,2.7818,1,,25,143.9,,cm,Mg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-11.7031+2.7818*dbh+1*log(dbh)),E,DBH,,,,1,included in model,,Stem biomass (with bark),Species,,Pacific Northwest,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Rhamnaceae,Ceanothus cordulatus,CECO,Shrub,0.67,,,3.5247,2.2043,,,0.3,11.7,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.5247+2.2043*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,Ceanothus velutinus,Pacific Northwest,"Means et al. 1994 (Biopak, Eq. 740)",,Global WD database,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Yosemite,Rhamnaceae,Ceanothus integerrimus,CEIN,Shrub,0.67,,,3.6471,2.532,,,0.3,6.5,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.6471+2.532*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,,Pacific Northwest,"Means et al. 1994 (Biopak, Eq. 784)",,Global WD database,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Yosemite,Rhamnaceae,Ceanothus parvifolius,CEPA,Shrub,0.67,,,3.6471,2.532,,,0.3,6.5,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.6471+2.532*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,Ceanothus integerrimus,Pacific Northwest,"Means et al. 1994 (Biopak, Eq. 784)",,Global WD database,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Yosemite,Fagaceae,Chrysolepis sempervirens,CHSE,Shrub,0.42,,,5.965,1.469,,,0.8,13,40,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(5.965+1.469*log(dbh)),E,DBH,,,,1,0.102,,Total aboveground biomass,Species,,California,Lutz et atl (2014),,Milles and Smith 2009,,,,
Nearctic,North America,Yosemite,Cornaceae,Cornus nuttallii,CONU,Tree,0.58,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Cornaceae,Cornus sericea,COSE,Shrub,0.58,,,5.089,1.883,,,0.9,5.7,41,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(5.089+1.883*log(dbh)),E,DBH,,,,1,0.124,,Total aboveground biomass,Species,,California,Lutz et atl (2014),,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Betulaceae,Corylus cornuta subsp. californica,COCOC,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Rosaceae,Holodiscus discolor,HODI,Shrub,0.71,,,3.769,3.033,,,0.7,2.2,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.769+3.033*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Species,,Rocky Mountains,"Means et al. 1994 (Biopak, Eq. 767)",,Global WD database,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Yosemite,Ericaceae,Leucothoe davisiae,LEDA,Shrub,0.405,,,2.749,2.306,,,0.5,2.6,40,cm,kg,harvest,mm,,exp(a+b*ln(DBA)),exp(2.749+2.306*log(dba)),E,DBA,,,,1,0.165,,Total aboveground biomass,Species,,California,Lutz et atl (2014),,Jenkins et al. 2004,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Yosemite,Pinaceae,Pinus lambertiana,PILA,Tree,0.34,,,-3.9371,2.8427,,,10,40,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-3.9371+2.8427*log(dbh)),E,DBH,,,,1,included in model,,Total aboveground biomass,Species,Pseudotsuga menziesii,Oregon,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Pinus lambertiana,PILA,Tree,0.34,,,4.98412,2.18584,,,1.4,13.4,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(4.98412+2.18584*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,Pseudotsuga menziesii,Oregon,"Means et al. 1994 (Biopak, Eq. 301)",,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Pinus ponderosa,PIPO,Tree,0.38,,,-10.755,2.7308,1,,24.1,117.7,,cm,Mg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-10.755+2.7308*dbh+1*log(dbh)),E,DBH,,,,0,NA,,Stem biomass (with bark),Species,,Pacific Northwest,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Pinus ponderosa,PIPO,Tree,0.38,,,-0.4282,2.1772,1,,2.54,30.48,,in,lb,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-0.4282+2.1772*dbh+1*log(dbh)),E,DBH,,,,1,included in model,,"Crown biomass (branches, foliage, twigs)",Species,,Rocky Mountains,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Pinus ponderosa,PIPO,Tree,0.38,,,-2.677,2.4638,,,3,180,561,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.677+2.4638*log(dbh)),G,DBH,,,,0,NA,,Total aboveground biomass,Genus,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Rosaceae,Prunus emarginata,PREM,Tree,0.47,,,5.1312,2.1405,,,1.7,13.2,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(5.1312+2.1405*log(dbh)),E,DBH,,,,0,NA,,Whole tree (above stump),Species,,Oregon,Jenkins et al. 2004,,Jenkins et al. 2004,,,Use this equation for small stems,
Nearctic,North America,Yosemite,Rosaceae,Prunus emarginata,PREM,Tree,0.47,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Rosaceae,Prunus virginiana,PRVI,Tree,0.47,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Pseudotsuga menziesii,PSME,Tree,0.45,,,-3.9371,2.8427,1,,10,40,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-3.9371+2.8427*log(dbh)),E,DBH,,,,1,included in model,,Total aboveground biomass,Species,,Oregon,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Pinaceae,Pseudotsuga menziesii,PSME,Tree,0.45,,,4.98412,2.18584,,,1.4,13.4,,cm,g,harvest,mm,,exp(a+b*ln(DBH)),exp(4.98412+2.18584*log(dbh)),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,Oregon,"Means et al. 1994 (Biopak, Eq. 301)",,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Rhamnaceae,Rhamnus californica,RHCA,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Ericaceae,Rhododendron occidentale,RHOC,Shrub,0.5,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Grossulariaceae,Ribes nevadaense,RINE,Shrub,NRA,,,3.892,3.122,,,0.4,1.4,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.892+3.122*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Genus,,Rocky Mountains,"Means et al. 1994 (Biopak, Eq. 991)",,NA,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Yosemite,Grossulariaceae,Ribes roezlii,RIRO,Shrub,NRA,,,3.892,3.122,,,0.4,1.4,NRA,cm,g,harvest,mm,,exp(a+b*ln(DBA)),exp(3.892+3.122*log(dba)),E,DBA,,,,1,included in model,,Total aboveground biomass,Genus,,Rocky Mountains,"Means et al. 1994 (Biopak, Eq. 991)",,NA,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Nearctic,North America,Yosemite,Salicaceae,Salix scouleriana,SASC,Tree,0.36,,,-2.4441,2.4561,,,3,70,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.4441+2.4561*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Salicaceae,Salix sp.,SALIX,Tree,0.36,,,-2.4441,2.4561,,,3,70,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.4441+2.4561*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Adoxaceae,Sambucus racemosa,SARA,Shrub,0.5,,,-2.48,2.4835,,,2.5,56,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.48+2.4835*log(dbh)),G,DBH,,,,1,0.36,,Total aboveground biomass,Mixed hardwood,,North America,Jenkins et al. 2004,,Jenkins et al. 2004,,,,
Nearctic,North America,Yosemite,Ericaceae,Vaccinium uliginosum,VAUL,Shrub,0.47,,,2.749,2.306,,,0.5,2.6,40,cm,kg,harvest,mm,,exp(a+b*ln(DBA)),exp(2.749+2.306*log(dba)),E,DBA,,,,1,0.165,,Total aboveground biomass,Species,Leucothoe davisiae,California,Lutz et atl (2014),,Jenkins et al. 2004,,,DBA= Stem basal diameter,Make sure to use shrub function in this package
Palearctic,Europe,Zofin,Pinaceae,Abies alba,JD,Tree,0.35,,,-1.694,10.825,11.816,,NI,40,144,cm,kg,harvest,cm,,exp(a+b*(DBH/(DBH+c))),exp(-1.694+10.825*(dbh/(dbh+11.816))),E,DBH,,,,1,,,Total aboveground biomass,Species,Picea abies,Europe,"Muukkonen, 2007",,,,,,
Palearctic,Europe,Zofin,Aceraceae,Acer platanoides,JV,Tree,0.51,,,0.006,10.933,21.216,,NI,50,240,cm,kg,harvest,cm,,exp(a+b*(DBH/(DBH+c))),exp(0.006+10.933*(dbh/(dbh+21.216))),E,DBH,,,,1,,,Total aboveground biomass,Genus,Fagus spp.,Europe,"Muukkonen, 2007",,,,,,
Palearctic,Europe,Zofin,Aceraceae,Acer pseudoplatanus,KL,Tree,0.51,,,0.006,10.933,21.216,,NI,50,240,cm,kg,harvest,cm,,exp(a+b*(DBH/(DBH+c))),exp(0.006+10.933*(dbh/(dbh+21.216))),E,DBH,,,,1,,,Total aboveground biomass,Genus,Fagus spp.,Europe,"Muukkonen, 2007",,,,,,
Palearctic,Europe,Zofin,Betulaceae,Betula pendula,BR,Tree,0.52,,,0.006,10.933,21.216,,NI,50,240,cm,kg,harvest,cm,,exp(a+b*(DBH/(DBH+c))),exp(0.006+10.933*(dbh/(dbh+21.216))),E,DBH,,,,1,,,Total aboveground biomass,Genus,Fagus spp.,Europe,"Muukkonen, 2007",,,,,,
Palearctic,Europe,Zofin,Fagaceae,Fagus sylvatica,BK,Tree,0.59,,,0.006,10.933,21.216,,NI,50,240,cm,kg,harvest,cm,,exp(a+b*(DBH/(DBH+c))),exp(0.006+10.933*(dbh/(dbh+21.216))),E,DBH,,,,1,,,Total aboveground biomass,Genus,Fagus spp.,Europe,"Muukkonen, 2007",,,,,,
Palearctic,Europe,Zofin,Pinaceae,Picea abies,SM,Tree,0.37,,,-1.694,10.825,11.816,,NI,40,144,cm,kg,harvest,cm,,exp(a+b*(DBH/(DBH+c))),exp(-1.694+10.825*(dbh/(dbh+11.816))),E,DBH,,,,1,,,Total aboveground biomass,Species,Picea abies,Europe,"Muukkonen, 2007",,,,,,
Palearctic,Europe,Zofin,Salicaceae,Populus tremula,TP,Tree,0.39,,,0.006,10.933,21.216,,NI,50,240,cm,kg,harvest,cm,,exp(a+b*(DBH/(DBH+c))),exp(0.006+10.933*(dbh/(dbh+21.216))),E,DBH,,,,1,,,Total aboveground biomass,Genus,Fagus spp.,Europe,"Muukkonen, 2007",,,,,,
Palearctic,Europe,Zofin,Salicaceae,Salix caprea,VR,Tree,0.4,,,0.006,10.933,21.216,,NI,50,240,cm,kg,harvest,cm,,exp(a+b*(DBH/(DBH+c))),exp(0.006+10.933*(dbh/(dbh+21.216))),E,DBH,,,,1,,,Total aboveground biomass,Genus,Fagus spp.,Europe,"Muukkonen, 2007",,,,,,
Palearctic,Europe,Zofin,Sambucaceae,Sambucus racemosa,BEZ,Shrub,0.46,,,0.006,10.933,21.216,,NI,50,240,cm,kg,harvest,cm,,exp(a+b*(DBH/(DBH+c))),exp(0.006+10.933*(dbh/(dbh+21.216))),E,DBH,,,,1,,,Total aboveground biomass,Genus,Fagus spp.,Europe,"Muukkonen, 2007",,,,,,
Palearctic,Europe,Zofin,Rosaceae,Sorbus aucuparia,JR,Tree,0.63,,,0.006,10.933,21.216,,NI,50,240,cm,kg,harvest,cm,,exp(a+b*(DBH/(DBH+c))),exp(0.006+10.933*(dbh/(dbh+21.216))),E,DBH,,,,1,,,Total aboveground biomass,Genus,Fagus spp.,Europe,"Muukkonen, 2007",,,,,,
Palearctic,Europe,Zofin,Ulmaceae,Ulmus glabra,JL,Tree,0.55,,,0.006,10.933,21.216,,NI,50,240,cm,kg,harvest,cm,,exp(a+b*(DBH/(DBH+c))),exp(0.006+10.933*(dbh/(dbh+21.216))),E,DBH,,,,1,,,Total aboveground biomass,Genus,Fagus spp.,Europe,"Muukkonen, 2007",,,,,,
Nearctic,North America,Utah,Pinaceae,Abies bifolia,,Tree,0.31,,,4.070762,2.4028,,,15.6,68.7,,cm,gm,harvest,mm,,exp(a+b*ln(DBA)),exp(4.070762+2.4028*log(dba)),E,DBH,,,,,NRA,,Stem biomass (with bark),Species,Abies lasiocarpa,"Rocky Mountains, USA","Means et al. 1994 (Biopak, Eq. 323)",,Global WD database,,,,
Nearctic,North America,Utah,Pinaceae,Abies concolor,,Tree,0.37,,,-10.8036,2.7727,1,,14.4,158.4,,cm,Mg,harvest,mm,,exp(a+b*DBH+c*(ln(DBH))),exp(-10.8036+2.7727*dbh+1*log(dbh)),E,DBH,,,,0,NA,,Stem biomass (with bark),Species,,"Pacific Northwest, USA",Jenkins et al. 2004,,Global WD database,,,,
Nearctic,North America,Utah,Pinaceae,Abies concolor,,Tree,0.37,,,-3.1774,2.6426,,,3,236,221,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-3.1774+2.6426*log(dbh)),G,DBH,,,,0,NA,,Total aboveground biomass,Genus,,North America,Chojnacky et al. 2014,,Global WD database,,,,
Nearctic,North America,Utah,Rosaceae,Amelanchier alnifolia,,Tree,0.66,,,-2.2118,2.4133,,,3,64,,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.2118+2.4133*log(dbh)),G,DBH,,,,1,included in model,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Jenkins et al. 2004,,,,
Nearctic,North America,Utah,Rosaceae,Cercocarpus ledifolius,,"Shrub, small tree",0.81,,,0.0104,2.7105,,,5,55.8,52,cm,kg,harvest,mm,,a*(DBA^b),0.0104*(dba^2.7105),E,DBH,,,,0,NA,,Total aboveground biomass,Species,,"Nevada, USA",Chojnacky 1984,,Chojnacky 1984,,,,
Nearctic,North America,Utah,Cupressaceae,Juniperus communis,,Shrub,0.44,,,0.1632,2.2454,,,14,43,,cm,kg,harvest,mm,,a*(DBH^b),0.1632*(dbh^2.2454),E,DBH,,,,0,NA,,Total aboveground biomass,Species,Juniperus virginiana,"Tennessee, USA",Jenkins et al. 2004,,Global WD database,,,,
Nearctic,North America,Utah,Cupressaceae,Juniperus communis,,Shrub,0.44,,,-2.6327,2.4757,,,3,109,55,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.6327+2.4757*log(dbh)),G,DBH,,,,0,NA,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Global WD database,,,,
Nearctic,North America,Utah,Cupressaceae,Juniperus scopulorum,,Tree,0.44,,,0.1632,2.2454,,,14,43,,cm,kg,harvest,mm,,a*(DBH^b),0.1632*(dbh^2.2454),E,DBH,,,,0,NA,,Total aboveground biomass,Species,Juniperus virginiana,"Tennessee, USA",Jenkins et al. 2004,,Global WD database,,,,
Nearctic,North America,Utah,Cupressaceae,Juniperus scopulorum,,Tree,0.44,,,-2.6327,2.4757,,,3,109,55,cm,kg,harvest,mm,,exp(a+b*ln(DBH)),exp(-2.6327+2.4757*log(dbh)),G,DBH,,,,0,NA,,Total aboveground biomass,Family,,North America,Chojnacky et al. 2014,,Global WD database,,,,
